longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-122.84,38.42,39.0,2756.0,551.0,1381.0,531.0,4.3365,<1H OCEAN,237300.0
-117.09,32.68,30.0,2662.0,653.0,1997.0,605.0,2.8089,NEAR OCEAN,120600.0
-117.88,33.82,26.0,1783.0,298.0,1048.0,306.0,6.0488,INLAND,232000.0
-121.81,37.37,10.0,5541.0,149.0,492.0,155.0,1.5823,<1H OCEAN,328000.0
-122.02,37.54,37.0,1240.0,1308.0,719.0,236.0,4.6336,<1H OCEAN,210300.0
-115.57,32.78,25.0,2007.0,808.0,1135.0,332.0,5.128,<1H OCEAN,99600.0
-120.44,37.31,21.0,6911.0,1341.0,3967.0,1297.0,3.0515,INLAND,95200.0
-121.3,39.0,10.0,3155.0,541.0,1630.0,540.0,4.0282,NEAR OCEAN,126400.0
-117.33,34.53,10.0,3781.0,712.0,2044.0,685.0,3.0943,NEAR OCEAN,97100.0
-121.48,37.77,39.0,1922.0,72.0,1264.0,390.0,5.0176,INLAND,274200.0
-116.94,34.4,20.0,6541.0,2812.0,2631.0,980.0,2.1339,<1H OCEAN,78500.0
-121.82,38.36,18.0,2059.0,221.0,1002.0,362.0,3.3036,INLAND,210000.0
-119.16,34.28,10.0,413.0,115.0,400.0,112.0,1.583,NEAR OCEAN,219200.0
-118.46,34.14,48.0,1968.0,610.0,1738.0,753.0,4.918,<1H OCEAN,500001.0
-122.06,37.95,26.0,4411.0,26.0,950.0,370.0,4.7386,<1H OCEAN,186400.0
-118.1,33.94,34.0,1947.0,1442.0,841.0,277.0,5.1624,<1H OCEAN,453600.0
-118.23,33.76,21.0,49.0,14.0,29.0,16.0,5.0,NEAR OCEAN,87500.0
-118.18,33.8,30.0,6438.0,758.0,2951.0,691.0,1.7689,<1H OCEAN,117600.0
-117.98,34.13,29.0,5411.0,1137.0,1890.0,448.0,3.6806,INLAND,130500.0
-118.24,34.14,38.0,4905.0,52.0,1402.0,512.0,5.2699,<1H OCEAN,254000.0
-118.38,34.22,20.0,1176.0,2812.0,864.0,318.0,2.375,NEAR OCEAN,177700.0
-118.14,34.2,35.0,2569.0,67.0,1282.0,432.0,6.4598,INLAND,207400.0
-122.41,37.76,35.0,2064.0,175.0,1726.0,466.0,5.5379,INLAND,233300.0
-117.06,32.57,25.0,1268.0,282.0,991.0,299.0,3.0284,NEAR OCEAN,123600.0
-117.89,33.76,34.0,1050.0,210.0,723.0,201.0,4.8,INLAND,192700.0
-121.52,38.53,25.0,3004.0,623.0,1289.0,594.0,2.3967,INLAND,171200.0
-122.89,40.76,36.0,4380.0,845.0,270.0,90.0,2.3958,INLAND,102100.0
-118.27,33.94,34.0,721.0,165.0,661.0,171.0,2.0789,<1H OCEAN,92400.0
-116.89,32.67,13.0,2652.0,393.0,1355.0,362.0,6.2578,NEAR OCEAN,293100.0
-121.59,39.82,13.0,1459.0,814.0,875.0,354.0,2.3507,INLAND,97600.0
-122.01,37.3,3.0,3426.0,578.0,1699.0,533.0,4.7778,<1H OCEAN,380600.0
-117.8,33.9,22.0,3760.0,482.0,1485.0,461.0,7.8537,INLAND,354900.0
-119.64,36.31,27.0,7722.0,1200.0,1071.0,284.0,1.4189,INLAND,50100.0
-117.4,34.58,52.0,2235.0,1299.0,483.0,165.0,1.4196,INLAND,64700.0
-118.92,34.18,23.0,4459.0,352.0,1067.0,323.0,6.1064,<1H OCEAN,259300.0
-117.14,32.72,51.0,2533.0,862.0,2011.0,778.0,2.1199,INLAND,160400.0
-118.11,33.73,3.0,2983.0,2812.0,645.0,334.0,2.5403,NEAR OCEAN,500001.0
-122.31,37.56,28.0,788.0,497.0,1126.0,482.0,3.9688,NEAR OCEAN,356900.0
-118.33,34.2,10.0,3521.0,418.0,1106.0,433.0,3.3074,<1H OCEAN,284600.0
-118.32,34.08,48.0,3907.0,257.0,575.0,251.0,10.3048,<1H OCEAN,380400.0
-122.49,37.74,10.0,4489.0,275.0,820.0,310.0,5.5584,NEAR OCEAN,300000.0
-122.35,37.94,39.0,5417.0,1082.0,844.0,273.0,3.3859,NEAR OCEAN,95600.0
-124.18,40.78,37.0,239.0,1678.0,867.0,310.0,1.3375,NEAR OCEAN,70200.0
-115.53,32.97,35.0,1583.0,2812.0,933.0,318.0,2.4063,NEAR OCEAN,70700.0
-120.87,38.37,23.0,3998.0,765.0,1614.0,698.0,2.8125,INLAND,113400.0
-123.01,38.8,21.0,360.0,96.0,131.0,74.0,3.5156,INLAND,133300.0
-121.93,37.76,13.0,1796.0,16.0,876.0,258.0,4.6366,<1H OCEAN,461400.0
-121.9,37.32,23.0,1274.0,313.0,971.0,291.0,1.5676,<1H OCEAN,220600.0
-122.24,37.77,14.0,2495.0,284.0,585.0,266.0,5.543,NEAR OCEAN,162500.0
-119.25,35.78,13.0,1927.0,9.0,1371.0,414.0,5.041,INLAND,69900.0
-119.69,34.43,13.0,2440.0,485.0,1011.0,442.0,4.149,<1H OCEAN,443600.0
-122.7,38.33,16.0,1244.0,242.0,696.0,236.0,3.6369,<1H OCEAN,158700.0
-118.16,34.08,43.0,1523.0,378.0,1338.0,352.0,3.2031,<1H OCEAN,144600.0
-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,<1H OCEAN,88900.0
-117.27,34.12,31.0,6159.0,636.0,1314.0,562.0,3.3409,INLAND,78800.0
-121.82,37.25,39.0,3344.0,531.0,1768.0,541.0,5.8305,<1H OCEAN,245600.0
-122.41,37.77,52.0,361.0,757.0,168.0,55.0,6.5151,NEAR OCEAN,275000.0
-121.44,37.76,51.0,7264.0,1315.0,3670.0,1146.0,5.0443,INLAND,194800.0
-122.04,38.0,16.0,3077.0,733.0,1447.0,709.0,3.2484,INLAND,91100.0
-117.23,33.2,21.0,2284.0,360.0,999.0,356.0,4.8929,INLAND,212500.0
-119.23,34.17,10.0,6171.0,2812.0,2164.0,1210.0,3.6875,NEAR OCEAN,500001.0
-122.02,37.24,46.0,14701.0,1143.0,1085.0,363.0,5.2528,<1H OCEAN,500001.0
-122.43,37.66,28.0,1342.0,2812.0,1102.0,377.0,2.2122,NEAR OCEAN,281500.0
-117.13,32.7,38.0,1445.0,392.0,1286.0,357.0,1.4632,NEAR OCEAN,80200.0
-118.27,34.05,8.0,3296.0,214.0,751.0,189.0,2.6833,<1H OCEAN,225000.0
-122.56,37.9,11.0,942.0,41.0,75.0,38.0,5.1292,<1H OCEAN,362500.0
-117.26,33.21,26.0,1906.0,408.0,1325.0,427.0,3.0197,NEAR OCEAN,136000.0
-118.19,33.87,13.0,4701.0,553.0,2571.0,1216.0,8.6675,<1H OCEAN,184100.0
-118.24,33.96,39.0,643.0,186.0,821.0,191.0,2.5729,NEAR OCEAN,97300.0
-119.34,36.33,39.0,2250.0,430.0,1218.0,468.0,4.1812,<1H OCEAN,93700.0
-117.53,33.69,6.0,454.0,102.0,213.0,43.0,10.9704,NEAR OCEAN,483300.0
-120.27,38.29,10.0,3486.0,695.0,298.0,124.0,3.3542,INLAND,103800.0
-118.4,34.19,35.0,5719.0,356.0,862.0,368.0,2.4148,<1H OCEAN,261800.0
-118.4,34.02,32.0,8510.0,824.0,371.0,132.0,5.4446,<1H OCEAN,332800.0
-121.3,38.69,21.0,6575.0,1105.0,3358.0,1098.0,4.0739,<1H OCEAN,115400.0
-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6.0829,INLAND,252600.0
-122.66,38.2,39.0,2889.0,890.0,1351.0,489.0,7.2758,<1H OCEAN,251300.0
-116.96,32.79,13.0,3008.0,693.0,2341.0,689.0,2.6087,INLAND,123800.0
-121.02,39.25,15.0,1959.0,275.0,604.0,249.0,6.01,INLAND,155400.0
-121.28,38.1,13.0,2131.0,1211.0,1441.0,606.0,2.5556,INLAND,133100.0
-122.41,37.66,37.0,2409.0,188.0,658.0,225.0,2.2206,NEAR OCEAN,237500.0
-117.46,34.14,13.0,2496.0,131.0,381.0,119.0,3.7375,INLAND,116100.0
-122.41,37.66,30.0,2155.0,446.0,1255.0,428.0,1.6759,NEAR OCEAN,250700.0
-118.78,34.16,16.0,3053.0,4093.0,12873.0,3931.0,2.1044,NEAR OCEAN,399200.0
-117.86,33.72,37.0,1429.0,428.0,2089.0,399.0,3.413,INLAND,150600.0
-121.84,37.27,13.0,5768.0,895.0,1856.0,721.0,4.2083,<1H OCEAN,198400.0
-122.28,37.84,10.0,5535.0,1705.0,1131.0,473.0,9.9055,INLAND,108900.0
-122.01,36.98,27.0,6638.0,2812.0,1511.0,745.0,1.9063,NEAR OCEAN,242400.0
-121.77,36.87,10.0,330.0,655.0,266.0,64.0,6.9935,NEAR OCEAN,293800.0
-116.2,33.63,23.0,1152.0,273.0,1077.0,235.0,2.5,INLAND,96300.0
-122.16,37.76,46.0,1827.0,307.0,881.0,302.0,4.6696,NEAR BAY,164300.0
-120.3,37.34,39.0,993.0,186.0,556.0,175.0,1.9903,INLAND,103600.0
-119.69,36.41,38.0,221.0,3336.0,540.0,187.0,2.2885,INLAND,75000.0
-120.57,34.96,27.0,6374.0,2812.0,1306.0,286.0,1.3023,NEAR OCEAN,83200.0
-121.21,37.5,3.0,4943.0,485.0,147.0,47.0,6.3875,INLAND,162500.0
-122.38,40.61,10.0,4773.0,2812.0,2101.0,1072.0,1.7227,NEAR OCEAN,105000.0
-121.3,38.7,18.0,7334.0,1332.0,3339.0,1271.0,3.235,NEAR OCEAN,124700.0
-118.34,33.9,36.0,1183.0,68.0,706.0,261.0,5.451,<1H OCEAN,236600.0
-118.31,33.74,26.0,9280.0,974.0,2260.0,935.0,7.6107,NEAR OCEAN,351200.0
-118.12,34.06,31.0,1729.0,680.0,1308.0,412.0,3.5497,<1H OCEAN,197200.0
-122.45,37.79,10.0,2845.0,1138.0,495.0,208.0,1.8095,<1H OCEAN,500001.0
-122.7,38.66,4.0,1384.0,658.0,582.0,224.0,1.5642,<1H OCEAN,210000.0
-118.39,34.21,32.0,1869.0,441.0,1516.0,432.0,3.6845,<1H OCEAN,178500.0
-118.29,34.11,30.0,2774.0,570.0,1076.0,580.0,5.296,<1H OCEAN,500001.0
-121.89,37.68,39.0,476.0,1207.0,3329.0,1136.0,1.7171,<1H OCEAN,339700.0
-118.08,34.11,16.0,2628.0,484.0,1494.0,523.0,3.9464,<1H OCEAN,257200.0
-122.24,37.83,38.0,4518.0,838.0,794.0,376.0,5.956,INLAND,366100.0
-118.14,34.09,51.0,1745.0,457.0,1547.0,460.0,2.85,<1H OCEAN,219000.0
-118.29,34.11,24.0,3696.0,641.0,1685.0,1031.0,7.8118,<1H OCEAN,266700.0
-118.3,33.83,31.0,3578.0,661.0,1598.0,618.0,3.1851,<1H OCEAN,240200.0
-122.18,37.73,25.0,1132.0,1019.0,855.0,285.0,6.0424,NEAR BAY,76400.0
-118.35,34.05,33.0,555.0,809.0,1416.0,736.0,2.4048,<1H OCEAN,328800.0
-122.83,39.09,27.0,2191.0,1018.0,679.0,371.0,4.7357,INLAND,94700.0
-119.57,36.7,17.0,1759.0,354.0,899.0,337.0,2.6823,INLAND,72900.0
-118.39,33.96,45.0,1436.0,177.0,662.0,292.0,1.6346,<1H OCEAN,329400.0
-124.16,40.78,10.0,3159.0,2812.0,837.0,353.0,5.5709,NEAR OCEAN,85400.0
-122.36,40.56,20.0,3592.0,868.0,1865.0,781.0,2.0258,<1H OCEAN,64800.0
-120.97,37.61,38.0,7836.0,355.0,884.0,375.0,2.6053,INLAND,103900.0
-117.85,33.8,10.0,1593.0,283.0,872.0,255.0,3.825,NEAR OCEAN,216700.0
-121.92,37.24,10.0,6777.0,1618.0,3319.0,1061.0,3.3,<1H OCEAN,279400.0
-117.91,33.72,32.0,2436.0,415.0,2839.0,516.0,4.5607,<1H OCEAN,182100.0
-119.87,36.76,31.0,1649.0,323.0,919.0,316.0,2.875,INLAND,74500.0
-118.24,34.01,30.0,405.0,86.0,376.0,68.0,1.7813,INLAND,127500.0
-118.26,33.95,51.0,1513.0,369.0,1088.0,344.0,1.2969,INLAND,94400.0
-120.46,38.15,16.0,4221.0,781.0,1516.0,697.0,2.3816,NEAR OCEAN,116000.0
-122.47,37.78,52.0,2837.0,1196.0,1448.0,591.0,3.1392,INLAND,422400.0
-121.95,37.36,6.0,3472.0,2630.0,2267.0,944.0,5.2879,<1H OCEAN,235600.0
-117.41,34.58,37.0,2412.0,1957.0,541.0,181.0,2.0586,INLAND,57900.0
-118.0,35.05,21.0,62.0,1409.0,945.0,362.0,3.4015,INLAND,86500.0
-122.29,37.81,10.0,1733.0,374.0,1054.0,325.0,3.1061,NEAR OCEAN,112500.0
-121.7,36.77,21.0,1961.0,478.0,1306.0,430.0,3.0347,<1H OCEAN,227200.0
-117.05,34.89,13.0,5509.0,260.0,665.0,229.0,5.4727,INLAND,62000.0
-118.43,34.17,43.0,2995.0,652.0,1573.0,621.0,4.8494,<1H OCEAN,292900.0
-121.6,39.15,13.0,3147.0,3945.0,940.0,309.0,2.6842,INLAND,70300.0
-121.99,38.27,16.0,4138.0,758.0,1762.0,723.0,3.1979,<1H OCEAN,137500.0
-119.3,36.32,23.0,3521.0,615.0,1712.0,636.0,3.3875,INLAND,92500.0
-117.87,33.72,39.0,3167.0,669.0,2789.0,619.0,3.5902,INLAND,165900.0
-122.07,37.7,13.0,3222.0,1707.0,1487.0,694.0,3.0,INLAND,223200.0
-118.35,34.52,13.0,5329.0,412.0,1710.0,580.0,1.6111,INLAND,333300.0
-118.23,34.05,52.0,2203.0,4386.0,346.0,251.0,1.5223,<1H OCEAN,225000.0
-122.01,37.53,10.0,4572.0,730.0,2346.0,709.0,6.0667,NEAR OCEAN,245700.0
-121.83,37.02,22.0,4481.0,115.0,760.0,322.0,3.8523,<1H OCEAN,288400.0
-117.11,32.77,48.0,1502.0,272.0,590.0,265.0,2.5952,<1H OCEAN,190300.0
-121.82,37.42,13.0,1091.0,572.0,1581.0,526.0,2.4461,<1H OCEAN,329400.0
-122.42,37.75,10.0,2763.0,1033.0,935.0,465.0,2.7173,INLAND,300000.0
-122.51,37.97,12.0,4296.0,348.0,2100.0,1025.0,3.2462,NEAR OCEAN,329400.0
-122.41,37.66,28.0,1561.0,2812.0,682.0,212.0,3.2833,NEAR OCEAN,233300.0
-121.18,37.96,13.0,764.0,74.0,193.0,59.0,5.2864,INLAND,146900.0
-121.96,37.76,51.0,3865.0,622.0,1548.0,432.0,3.8018,<1H OCEAN,425100.0
-118.28,34.03,4.0,1933.0,791.0,3121.0,719.0,1.8539,<1H OCEAN,147500.0
-117.96,33.87,37.0,1785.0,360.0,1155.0,403.0,4.7984,INLAND,175800.0
-117.9,34.07,4.0,1133.0,230.0,466.0,149.0,3.1065,<1H OCEAN,249400.0
-117.18,32.75,36.0,2282.0,542.0,918.0,531.0,2.7222,INLAND,284700.0
-118.2,34.03,37.0,1583.0,392.0,1776.0,377.0,2.7266,<1H OCEAN,140800.0
-122.36,37.94,32.0,1072.0,316.0,583.0,265.0,0.9687,INLAND,105800.0
-121.32,38.41,13.0,4355.0,655.0,1970.0,639.0,1.7951,INLAND,247500.0
-121.84,39.68,25.0,52.0,1716.0,275.0,94.0,7.1687,INLAND,153100.0
-118.4,33.97,38.0,3994.0,849.0,502.0,180.0,7.5953,<1H OCEAN,434800.0
-120.91,38.73,18.0,5460.0,737.0,2645.0,838.0,3.1062,INLAND,230600.0
-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,INLAND,159900.0
-119.13,36.3,18.0,4052.0,661.0,1565.0,618.0,2.7321,INLAND,76500.0
-121.12,37.48,13.0,4109.0,820.0,3062.0,713.0,3.2396,<1H OCEAN,125200.0
-122.16,37.69,30.0,1573.0,1420.0,796.0,283.0,4.3971,NEAR OCEAN,205700.0
-117.92,33.61,2.0,5549.0,425.0,425.0,288.0,5.3369,<1H OCEAN,312500.0
-118.16,34.09,52.0,2614.0,1832.0,1122.0,425.0,3.1204,<1H OCEAN,224000.0
-122.1,37.96,10.0,5774.0,2453.0,1679.0,611.0,4.4882,NEAR OCEAN,228200.0
-117.69,34.01,10.0,4677.0,573.0,2170.0,518.0,3.0288,INLAND,95600.0
-117.81,33.66,10.0,1414.0,191.0,635.0,230.0,10.0757,INLAND,383900.0
-122.07,37.67,23.0,2932.0,876.0,1198.0,624.0,1.6318,INLAND,210800.0
-122.73,38.4,30.0,3689.0,746.0,2250.0,697.0,2.975,INLAND,157300.0
-118.4,34.17,39.0,3588.0,929.0,1891.0,871.0,6.8872,<1H OCEAN,286000.0
-119.09,35.33,13.0,7085.0,1148.0,3084.0,1052.0,4.997,<1H OCEAN,142900.0
-118.09,34.14,35.0,1966.0,557.0,1457.0,536.0,5.3377,INLAND,373800.0
-117.49,33.98,17.0,2727.0,462.0,1691.0,448.0,4.8371,INLAND,160600.0
-119.64,36.33,4.0,3095.0,766.0,1852.0,721.0,1.4524,INLAND,51700.0
-117.07,33.11,17.0,6338.0,1237.0,3004.0,1139.0,3.0054,<1H OCEAN,142300.0
-116.22,33.7,13.0,3861.0,849.0,825.0,401.0,3.2833,<1H OCEAN,124700.0
-122.48,38.51,13.0,1977.0,3753.0,741.0,339.0,5.8642,INLAND,247600.0
-116.71,33.75,25.0,10665.0,2812.0,1874.0,852.0,3.0625,NEAR OCEAN,150500.0
-122.35,37.95,10.0,2142.0,97.0,1318.0,431.0,2.4559,INLAND,111600.0
-122.12,40.14,22.0,1950.0,905.0,1029.0,376.0,5.0237,INLAND,82300.0
-122.21,37.47,10.0,1266.0,415.0,1991.0,334.0,2.1687,NEAR OCEAN,202800.0
-117.86,33.73,30.0,2651.0,572.0,3249.0,552.0,3.7202,INLAND,182100.0
-117.99,33.85,30.0,1948.0,306.0,957.0,304.0,3.2674,<1H OCEAN,212600.0
-119.45,35.16,13.0,902.0,729.0,1783.0,608.0,2.5417,INLAND,52900.0
-116.2,33.7,26.0,2399.0,625.0,2654.0,535.0,2.2989,ISLAND,60600.0
-118.42,34.03,34.0,904.0,176.0,358.0,158.0,2.9779,<1H OCEAN,344200.0
-118.13,33.9,36.0,1222.0,572.0,886.0,347.0,3.4868,<1H OCEAN,208400.0
-117.91,33.83,47.0,504.0,823.0,375.0,109.0,3.6607,INLAND,160600.0
-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,4.7446,INLAND,175400.0
-118.11,34.07,6.0,3883.0,299.0,1073.0,278.0,6.9399,<1H OCEAN,186600.0
-117.11,32.81,15.0,3428.0,491.0,2303.0,486.0,2.5953,<1H OCEAN,67500.0
-118.26,33.93,36.0,1102.0,247.0,702.0,225.0,1.5256,<1H OCEAN,95400.0
-118.31,34.07,18.0,5979.0,412.0,2759.0,894.0,4.8013,<1H OCEAN,305600.0
-121.8,37.3,2.0,7320.0,123.0,605.0,148.0,4.4118,<1H OCEAN,235600.0
-117.32,34.07,50.0,1421.0,245.0,592.0,207.0,4.4559,INLAND,84000.0
-121.36,38.39,10.0,5121.0,763.0,2568.0,758.0,5.2447,NEAR BAY,148100.0
-122.4,37.62,51.0,3448.0,2812.0,2249.0,911.0,5.4498,NEAR OCEAN,253000.0
-118.37,33.84,39.0,1409.0,572.0,1572.0,556.0,5.3773,<1H OCEAN,379000.0
-117.26,32.95,22.0,5484.0,1047.0,1947.0,1012.0,4.4375,INLAND,500001.0
-117.21,32.85,39.0,2593.0,521.0,901.0,456.0,4.2065,<1H OCEAN,277800.0
-121.47,38.56,13.0,2884.0,10.0,273.0,145.0,3.125,INLAND,85600.0
-118.1,33.82,51.0,8254.0,354.0,915.0,328.0,3.6214,<1H OCEAN,244400.0
-118.2,33.86,27.0,2732.0,867.0,1690.0,794.0,2.6465,INLAND,160200.0
-118.31,34.1,19.0,4984.0,2158.0,4828.0,2028.0,1.6977,<1H OCEAN,350000.0
-117.15,32.77,10.0,2056.0,631.0,847.0,569.0,2.9576,INLAND,92200.0
-114.59,33.61,39.0,4789.0,1084.0,3134.0,1056.0,2.1782,<1H OCEAN,58400.0
-117.77,33.55,23.0,2024.0,2812.0,617.0,274.0,6.7861,INLAND,499100.0
-118.1,34.08,5.0,1259.0,1410.0,3985.0,1240.0,3.0694,<1H OCEAN,204600.0
-118.2,33.8,10.0,1786.0,445.0,1090.0,430.0,2.8988,INLAND,194900.0
-117.94,33.94,25.0,3250.0,843.0,1452.0,501.0,2.5013,<1H OCEAN,303800.0
-121.97,37.64,31.0,1283.0,194.0,485.0,171.0,6.0574,<1H OCEAN,431000.0
-117.92,34.08,20.0,3943.0,775.0,679.0,231.0,1.0298,<1H OCEAN,191900.0
-121.46,38.68,35.0,8278.0,1404.0,705.0,245.0,1.6033,INLAND,103000.0
-118.13,33.81,38.0,1013.0,745.0,493.0,183.0,8.3956,<1H OCEAN,231400.0
-118.11,34.06,14.0,2628.0,668.0,2208.0,574.0,2.9764,INLAND,160300.0
-117.48,34.09,33.0,4310.0,1376.0,1124.0,290.0,5.8587,INLAND,98600.0
-118.25,34.07,43.0,764.0,322.0,1275.0,306.0,2.0,INLAND,175000.0
-117.11,33.78,13.0,1914.0,327.0,930.0,304.0,4.1875,<1H OCEAN,161200.0
-118.14,34.06,27.0,5370.0,1082.0,3496.0,1036.0,3.3906,<1H OCEAN,237200.0
-118.03,33.97,39.0,1996.0,419.0,1029.0,387.0,3.5819,<1H OCEAN,224300.0
-118.28,34.05,15.0,1273.0,787.0,1754.0,460.0,4.9904,<1H OCEAN,275000.0
-123.21,39.2,28.0,3145.0,693.0,1560.0,647.0,2.2926,INLAND,149300.0
-118.28,34.1,35.0,819.0,987.0,2004.0,796.0,3.7846,<1H OCEAN,217300.0
-118.25,33.98,39.0,1553.0,461.0,2271.0,437.0,1.7378,INLAND,121900.0
-120.72,37.38,21.0,7367.0,517.0,1455.0,340.0,5.5433,INLAND,67300.0
-119.01,35.36,13.0,5098.0,908.0,1490.0,529.0,5.0406,INLAND,57000.0
-117.1,32.75,23.0,1858.0,551.0,1506.0,492.0,1.7446,INLAND,85200.0
-121.91,36.62,23.0,666.0,149.0,325.0,155.0,3.3333,<1H OCEAN,247900.0
-123.35,39.4,27.0,1321.0,338.0,779.0,327.0,1.85,NEAR OCEAN,71800.0
-118.31,33.83,37.0,696.0,316.0,382.0,234.0,6.1306,<1H OCEAN,225000.0
-121.94,37.3,30.0,1758.0,248.0,814.0,256.0,6.623,<1H OCEAN,332500.0
-122.34,40.63,20.0,2183.0,261.0,1061.0,325.0,2.7543,INLAND,151600.0
-118.37,34.11,10.0,16450.0,979.0,1863.0,957.0,3.3553,<1H OCEAN,500001.0
-116.9,32.84,10.0,4215.0,810.0,2104.0,773.0,4.0873,INLAND,146900.0
-118.37,34.2,34.0,2199.0,609.0,2488.0,597.0,2.9861,<1H OCEAN,171800.0
-119.83,36.71,12.0,48.0,311.0,233.0,75.0,3.3005,INLAND,73900.0
-119.44,36.48,23.0,2473.0,421.0,1704.0,395.0,1.6103,INLAND,41700.0
-121.27,38.13,13.0,2614.0,25.0,1862.0,654.0,1.9238,INLAND,70700.0
-121.44,38.54,51.0,2570.0,317.0,1145.0,503.0,2.5694,INLAND,92400.0
-122.44,37.77,10.0,8627.0,610.0,2023.0,1196.0,7.0598,INLAND,400000.0
-118.31,33.67,10.0,978.0,2812.0,611.0,242.0,5.3074,<1H OCEAN,401900.0
-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,<1H OCEAN,144400.0
-117.09,32.67,31.0,2051.0,549.0,1581.0,538.0,2.052,INLAND,108900.0
-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,<1H OCEAN,67300.0
-118.37,33.79,36.0,1312.0,2812.0,654.0,223.0,8.2064,NEAR OCEAN,500001.0
-115.59,32.85,20.0,1608.0,274.0,862.0,248.0,4.875,<1H OCEAN,90800.0
-118.1,34.02,1.0,1143.0,564.0,508.0,174.0,4.9107,<1H OCEAN,279900.0
-117.96,33.94,13.0,2228.0,511.0,1159.0,378.0,4.0219,<1H OCEAN,228900.0
-116.86,33.02,17.0,401.0,68.0,251.0,69.0,4.6518,<1H OCEAN,170200.0
-121.84,37.32,30.0,5762.0,2292.0,3979.0,1389.0,3.2964,<1H OCEAN,192600.0
-121.62,36.67,13.0,1827.0,408.0,1507.0,410.0,2.8942,INLAND,129000.0
-122.24,37.48,28.0,8836.0,2812.0,1010.0,407.0,2.6382,NEAR OCEAN,362700.0
-117.88,33.76,17.0,1768.0,474.0,1079.0,436.0,1.7823,INLAND,205300.0
-117.4,34.06,17.0,5451.0,1008.0,3533.0,940.0,3.9191,<1H OCEAN,101600.0
-118.12,34.06,51.0,1586.0,700.0,965.0,327.0,5.6029,<1H OCEAN,211800.0
-117.63,33.46,10.0,7684.0,1088.0,2812.0,1057.0,6.3401,NEAR BAY,387300.0
-122.04,37.62,35.0,1360.0,1781.0,328.0,134.0,1.517,NEAR OCEAN,204200.0
-118.43,34.06,20.0,204.0,1086.0,1675.0,932.0,3.9798,<1H OCEAN,500001.0
-117.24,32.8,19.0,1863.0,497.0,868.0,503.0,2.288,INLAND,210000.0
-122.19,37.77,10.0,1483.0,510.0,1412.0,454.0,1.7857,INLAND,89300.0
-119.83,36.76,13.0,3291.0,1864.0,1738.0,634.0,1.976,INLAND,67300.0
-121.74,36.79,23.0,3841.0,20.0,1799.0,611.0,6.1047,<1H OCEAN,245300.0
-121.98,37.32,17.0,8517.0,1490.0,4748.0,2206.0,4.2531,<1H OCEAN,279800.0
-121.78,37.33,22.0,2829.0,1002.0,1510.0,386.0,6.68,<1H OCEAN,359500.0
-118.15,33.93,13.0,3096.0,267.0,1676.0,587.0,4.6583,<1H OCEAN,207300.0
-121.97,37.55,40.0,8866.0,342.0,3080.0,1182.0,3.168,<1H OCEAN,189400.0
-119.3,38.26,40.0,3325.0,410.0,750.0,286.0,3.3553,INLAND,114800.0
-122.37,37.94,26.0,16884.0,942.0,912.0,239.0,1.0521,NEAR OCEAN,69100.0
-117.13,32.71,51.0,1697.0,413.0,1396.0,363.0,1.5474,INLAND,83300.0
-120.67,35.29,2.0,3506.0,778.0,1036.0,437.0,6.2685,<1H OCEAN,219300.0
-117.94,33.87,46.0,5370.0,275.0,1275.0,448.0,3.8068,<1H OCEAN,187000.0
-118.41,34.32,6.0,6572.0,45.0,3473.0,1067.0,5.2987,<1H OCEAN,203400.0
-118.45,34.06,45.0,3400.0,34.0,1154.0,28.0,2.2661,<1H OCEAN,500001.0
-118.53,34.2,26.0,1851.0,818.0,2118.0,763.0,5.6912,<1H OCEAN,205300.0
-122.09,37.11,32.0,5928.0,2812.0,1031.0,410.0,3.6474,NEAR BAY,231600.0
-117.33,33.23,10.0,2919.0,592.0,1130.0,579.0,2.5872,INLAND,155600.0
-117.01,32.75,10.0,2105.0,340.0,973.0,357.0,4.3088,NEAR OCEAN,152500.0
-118.17,33.78,29.0,2920.0,962.0,3580.0,772.0,1.7393,ISLAND,140200.0
-120.72,37.54,10.0,729.0,2812.0,431.0,121.0,4.2188,NEAR OCEAN,131300.0
-118.12,33.85,20.0,3020.0,409.0,1101.0,399.0,4.6908,<1H OCEAN,218200.0
-122.38,41.43,45.0,3453.0,498.0,1155.0,421.0,2.655,INLAND,46200.0
-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6.115,<1H OCEAN,315600.0
-116.23,33.73,29.0,1133.0,2812.0,918.0,239.0,2.8648,NEAR OCEAN,72100.0
-116.5,33.98,5.0,4332.0,868.0,1420.0,567.0,4.0417,<1H OCEAN,146400.0
-116.39,33.82,15.0,11115.0,2257.0,4122.0,1653.0,2.7219,<1H OCEAN,74400.0
-117.12,33.07,13.0,1032.0,235.0,363.0,177.0,3.6389,INLAND,186600.0
-121.04,37.68,23.0,3409.0,398.0,1140.0,380.0,2.6923,INLAND,81400.0
